2017,1,1,0,1483
2017,1,1,1,1243
2017,1,1,2,1516
2017,1,1,3,2291
2017,1,1,4,3343
2017,1,1,5,4385
2017,1,1,6,5058
2017,1,1,7,5302
2017,1,1,8,4880
2017,1,1,9,4134
2017,1,1,10,3452
2017,1,1,11,2800
2017,1,1,12,2198
2017,1,1,13,1870
2017,1,1,14,2085
2017,1,1,15,2747
2017,1,1,16,3614
2017,1,1,17,4522
2017,1,1,18,5134
2017,1,1,19,5174
2017,1,1,20,4630
2017,1,1,21,3819
2017,1,1,22,2999
2017,1,1,23,2218
2017,1,2,0,1444
2017,1,2,1,985
2017,1,2,2,953
2017,1,2,3,1513
2017,1,2,4,2425
2017,1,2,5,3486
2017,1,2,6,4425
2017,1,2,7,5033
2017,1,2,8,5025
2017,1,2,9,4471
2017,1,2,10,3686
2017,1,2,11,3014
2017,1,2,12,2335
2017,1,2,13,1812
2017,1,2,14,1703
2017,1,2,15,2126
2017,1,2,16,2942
2017,1,2,17,3944
2017,1,2,18,4827
2017,1,2,19,5318
2017,1,2,20,5185
2017,1,2,21,4553
2017,1,2,22,3725
2017,1,2,23,2985
2017,1,3,0,2211
2017,1,3,1,1534
2017,1,3,2,1252
2017,1,3,3,1360
2017,1,3,4,2013
2017,1,3,5,2991
2017,1,3,6,3996
2017,1,3,7,4849
2017,1,3,8,5227
2017,1,3,9,5065
2017,1,3,10,4349
2017,1,3,11,3623
2017,1,3,12,2915
2017,1,3,13,2249
2017,1,3,14,1846
2017,1,3,15,1909
2017,1,3,16,2421
2017,1,3,17,3270
2017,1,3,18,4265
2017,1,3,19,4987
2017,1,3,20,5306
2017,1,3,21,4971
2017,1,3,22,4261
2017,1,3,23,3494
2017,1,4,0,2702
2017,1,4,1,1999
2017,1,4,2,1362
2017,1,4,3,1253
2017,1,4,4,1532
2017,1,4,5,2288
2017,1,4,6,3257
2017,1,4,7,4282
2017,1,4,8,5009
2017,1,4,9,5245
2017,1,4,10,4825
2017,1,4,11,4134
2017,1,4,12,3468
2017,1,4,13,2800
2017,1,4,14,2157
2017,1,4,15,1918
2017,1,4,16,2039
2017,1,4,17,2743
2017,1,4,18,3628
2017,1,4,19,4544
2017,1,4,20,5197
2017,1,4,21,5342
2017,1,4,22,4892
2017,1,4,23,4200
2017,1,5,0,3402
2017,1,5,1,2709
2017,1,5,2,2000
2017,1,5,3,1553
2017,1,5,4,1463
2017,1,5,5,1958
2017,1,5,6,2734
2017,1,5,7,3761
2017,1,5,8,4644
2017,1,5,9,5202
2017,1,5,10,5268
2017,1,5,11,4772
2017,1,5,12,4052
2017,1,5,13,3302
2017,1,5,14,2564
2017,1,5,15,1936
2017,1,5,16,1700
2017,1,5,17,1892
2017,1,5,18,2606
2017,1,5,19,3452
2017,1,5,20,4322
2017,1,5,21,4861
2017,1,5,22,4926
2017,1,5,23,4397
2017,1,6,0,3670
2017,1,6,1,2929
2017,1,6,2,2115
2017,1,6,3,1408
2017,1,6,4,984
2017,1,6,5,1005
2017,1,6,6,1520
2017,1,6,7,2359
2017,1,6,8,3349
2017,1,6,9,4287
2017,1,6,10,4883
2017,1,6,11,4911
2017,1,6,12,4399
2017,1,6,13,3767
2017,1,6,14,3127
2017,1,6,15,2453
2017,1,6,16,1948
2017,1,6,17,1820
2017,1,6,18,2159
2017,1,6,19,2872
2017,1,6,20,3743
2017,1,6,21,4549
2017,1,6,22,5094
2017,1,6,23,5108
2017,1,7,0,4689
2017,1,7,1,4064
2017,1,7,2,3408
2017,1,7,3,2667
2017,1,7,4,2031
2017,1,7,5,1647
2017,1,7,6,1650
2017,1,7,7,2190
2017,1,7,8,3041
2017,1,7,9,4046
2017,1,7,10,4861
2017,1,7,11,5317
2017,1,7,12,5223
2017,1,7,13,4616
2017,1,7,14,3821
2017,1,7,15,3117
2017,1,7,16,2352
2017,1,7,17,1819
