# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']
4.816588734827350393e+00,1.047197551156408224e+00,4.350751111305716456e+00,5.383152641905853741e+00,4.267217364287640535e+00,6.035203162026021584e-01,2.934836030578068300e+00,3.349992162475114554e+00
5.322457425037823597e+00,1.570796326773255203e+00,4.847118670246747030e+00,5.908190977108430886e+00,4.529736641154854304e+00,8.468681919952102399e-01,3.195918635406873598e+00,4.361729542896060963e+00
5.828326115354789394e+00,2.094395102448309842e+00,5.343486229293267442e+00,1.500440055377829651e-01,4.792255918198917719e+00,1.090216067675781719e+00,3.457001240264718778e+00,5.373466923529992556e+00
5.100949843381119564e-02,2.617993878006949160e+00,5.839853788285469527e+00,6.750823413780597804e-01,5.054775195332320337e+00,1.333563943166980348e+00,3.718083845064483750e+00,1.020189968676223913e-01
5.568781887365092942e-01,3.141592653565588478e+00,5.303604013913876258e-02,1.200120677566339111e+00,5.317294472613394163e+00,1.576911818512924723e+00,3.979166449864248278e+00,1.113756377473018588e+00
1.062746879204157224e+00,3.665191429240643117e+00,5.494035993363262094e-01,1.725159014219403986e+00,5.579813750100529823e+00,1.820259693776084875e+00,4.240249054722029953e+00,2.125493758408314449e+00
1.568615569613191596e+00,4.188790204799282435e+00,1.045771158478954632e+00,2.250197351103519594e+00,5.842333027676860802e+00,2.063607568849766150e+00,4.501331659521858874e+00,3.137231139226383192e+00
2.074484260124901169e+00,4.712388980416129414e+00,1.542138717721219798e+00,2.775235688394188216e+00,6.104852305430139126e+00,2.306955443807508832e+00,4.762414264350600668e+00,4.148968520249802339e+00
2.580352950628332920e+00,5.235987755974768731e+00,2.038506276955207142e+00,3.300274025974347936e+00,8.418627612224760526e-02,2.550303318596892410e+00,5.023496869150365640e+00,5.160705901256665840e+00
3.086221641242310909e+00,5.759586531591615710e+00,2.534873836300748806e+00,3.825312363960787110e+00,3.467055541707528832e-01,2.793651193278349876e+00,5.284579473979169606e+00,6.172443282484621818e+00
-2.691094975273118806e+00,2.887645678129047155e-11,-3.251943911483109684e+00,4.350350702295153305e+00,6.092248323668926213e-01,-3.246186239358895609e+00,-7.375232283716108839e-01,-5.382189950546237611e+00
-2.185226284558781540e+00,5.235987756457234354e-01,-2.755576352037201637e+00,4.875389040977439414e+00,8.717441107106643772e-01,-3.002838364955663586e+00,-4.764406235428060299e-01,-4.370452569117563080e+00
-1.679357593910936863e+00,1.047197551146155092e+00,-2.259208792657800391e+00,5.400427379890960111e+00,1.134263389143724821e+00,-2.759490490749868741e+00,-2.153580187720813832e-01,-3.358715187821873727e+00
-1.173488903039815234e+00,1.570796326821209732e+00,-1.762841233056114731e+00,5.925465719327505099e+00,1.396782667811970136e+00,-2.516142616597634163e+00,4.572458608570073579e-02,-2.346977806079630469e+00
-6.676202121750747231e-01,2.094395102438056711e+00,-1.266473673459812321e+00,1.673187518737595525e-01,1.659301946598535915e+00,-2.272794742611751850e+00,3.068071909145690945e-01,-1.335240424350149446e+00
-1.617515213183668976e-01,2.617993877996696028e+00,-7.701061138715492582e-01,6.923570918892618664e-01,1.921821225503604680e+00,-2.029446868794054559e+00,5.678897957143340669e-01,-3.235030426367337952e-01
3.441171696429140558e-01,3.141592653613543007e+00,-2.737385541807207945e-01,1.217395432311085379e+00,2.184340504585507770e+00,-1.786098995090263930e+00,8.289724005430758602e-01,6.882343392858281117e-01
8.499858606603375444e-01,3.665191429230389986e+00,2.226290055692824454e-01,1.742433773080628967e+00,2.446859783814944400e+00,-1.542751121519507773e+00,1.090055005371880714e+00,1.699971721320675089e+00
1.355854551667565744e+00,4.188790204789029303e+00,7.189965653080593322e-01,2.267472114139669870e+00,2.709379063162802748e+00,-1.299403248119011867e+00,1.351137610171645687e+00,2.711709103335131488e+00
1.861723242783172250e+00,4.712388980405876282e+00,1.215364125155227626e+00,2.792510455604746866e+00,2.971898342687353534e+00,-1.056055374828467563e+00,1.612220215000514489e+00,3.723446485566344499e+00
2.367591933947300831e+00,5.235987756022723261e+00,1.711731685049912244e+00,3.317548797418014672e+00,3.234417622359673672e+00,-8.127075016788078976e-01,1.873302819829192334e+00,4.735183867894601661e+00
2.873460625104914179e+00,5.759586531581362578e+00,2.208099244939082606e+00,3.842587139520365014e+00,3.496936902150209914e+00,-5.693596286955147079e-01,2.134385424629020811e+00,5.746921250209828358e+00
