# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']info horaria con inicio07/01/202200:00
9.762948787759571090e-01,1.000000000000000000e+00,9.762948787759571090e-01,1.207275474882953281e+00,1.081128242145690477e+00,1.130854182097200900e+00,1.000000000000000000e+00,9.531516903241608052e-01
9.762937926792264465e-01,1.000000000000000000e+00,9.762937926792264465e-01,1.207284431119427959e+00,1.081131001425150506e+00,1.130858679787319243e+00,1.000000000000000000e+00,9.531495696239883353e-01
9.762927066182959246e-01,1.000000000000000000e+00,9.762927066182959246e-01,1.207293387076890268e+00,1.081133760591527437e+00,1.130863177296691058e+00,1.000000000000000000e+00,9.531474489960780616e-01
9.762916205931659874e-01,1.000000000000000000e+00,9.762916205931659874e-01,1.207302342755328217e+00,1.081136519644821048e+00,1.130867674625313901e+00,1.000000000000000000e+00,9.531453284404303172e-01
9.762905346038400767e-01,1.000000000000000000e+00,9.762905346038400767e-01,1.207311298154720491e+00,1.081139278585027785e+00,1.130872171773182888e+00,1.000000000000000000e+00,9.531432079570518745e-01
9.762894486503181923e-01,1.000000000000000000e+00,9.762894486503181923e-01,1.207320253275056654e+00,1.081142037412147205e+00,1.130876668740296020e+00,1.000000000000000000e+00,9.531410875459422893e-01
9.762883627326022218e-01,1.000000000000000000e+00,9.762883627326022218e-01,1.207329208116320496e+00,1.081144796126177532e+00,1.130881165526650856e+00,1.000000000000000000e+00,9.531389672071051145e-01
9.762872768506937193e-01,1.000000000000000000e+00,9.762872768506937193e-01,1.207338162678497362e+00,1.081147554727116988e+00,1.130885662132243841e+00,1.000000000000000000e+00,9.531368469405431254e-01
9.762861910045950165e-01,1.000000000000000000e+00,9.762861910045950165e-01,1.207347116961569933e+00,1.081150313214963354e+00,1.130890158557071645e+00,1.000000000000000000e+00,9.531347267462605410e-01
9.762851051943065572e-01,1.000000000000000000e+00,9.762851051943065572e-01,1.207356070965527772e+00,1.081153071589716852e+00,1.130894654801132937e+00,1.000000000000000000e+00,9.531326066242582495e-01
9.762840194198305621e-01,1.000000000000000000e+00,9.762840194198305621e-01,1.207365024690354893e+00,1.081155829851374817e+00,1.130899150864425051e+00,1.000000000000000000e+00,9.531304865745401367e-01
9.762829336811691405e-01,1.000000000000000000e+00,9.762829336811691405e-01,1.207373978136030868e+00,1.081158587999934362e+00,1.130903646746942215e+00,1.000000000000000000e+00,9.531283665971100882e-01
9.762818479783222925e-01,1.000000000000000000e+00,9.762818479783222925e-01,1.207382931302551476e+00,1.081161346035397042e+00,1.130908142448686426e+00,1.000000000000000000e+00,9.531262466919679932e-01
9.762807623112922384e-01,1.000000000000000000e+00,9.762807623112922384e-01,1.207391884189894737e+00,1.081164103957759082e+00,1.130912637969651469e+00,1.000000000000000000e+00,9.531241268591178484e-01
9.762796766800809767e-01,1.000000000000000000e+00,9.762796766800809767e-01,1.207400836798043109e+00,1.081166861767018261e+00,1.130917133309833122e+00,1.000000000000000000e+00,9.531220070985634285e-01
9.762785910846900617e-01,1.000000000000000000e+00,9.762785910846900617e-01,1.207409789126989708e+00,1.081169619463175469e+00,1.130921628469233164e+00,1.000000000000000000e+00,9.531198874103075092e-01
9.762775055251200484e-01,1.000000000000000000e+00,9.762775055251200484e-01,1.207418741176717214e+00,1.081172377046228039e+00,1.130926123447846710e+00,1.000000000000000000e+00,9.531177677943507565e-01
9.762764200013737126e-01,1.000000000000000000e+00,9.762764200013737126e-01,1.207427692947205866e+00,1.081175134516173086e+00,1.130930618245668651e+00,1.000000000000000000e+00,9.531156482506986105e-01
9.762753345134520533e-01,1.000000000000000000e+00,9.762753345134520533e-01,1.207436644438445006e+00,1.081177891873010166e+00,1.130935112862698322e+00,1.000000000000000000e+00,9.531135287793527366e-01
9.762742490613558477e-01,1.000000000000000000e+00,9.762742490613558477e-01,1.207445595650423309e+00,1.081180649116739279e+00,1.130939607298934835e+00,1.000000000000000000e+00,9.531114093803142451e-01
9.762731636450885375e-01,1.000000000000000000e+00,9.762731636450885375e-01,1.207454546583115684e+00,1.081183406247355094e+00,1.130944101554370196e+00,1.000000000000000000e+00,9.531092900535897972e-01
9.762720782646502338e-01,1.000000000000000000e+00,9.762720782646502338e-01,1.207463497236515693e+00,1.081186163264859168e+00,1.130948595629005293e+00,1.000000000000000000e+00,9.531071707991793929e-01
9.762709929200423797e-01,1.000000000000000000e+00,9.762709929200423797e-01,1.207472447610612010e+00,1.081188920169250167e+00,1.130953089522839905e+00,1.000000000000000000e+00,9.531050516170854747e-01
9.762699076112674179e-01,1.000000000000000000e+00,9.762699076112674179e-01,1.207481397705376880e+00,1.081191676960523651e+00,1.130957583235863817e+00,1.000000000000000000e+00,9.531029325073125946e-01
9.762688223383261255e-01,1.000000000000000000e+00,9.762688223383261255e-01,1.207490347520806084e+00,1.081194433638680286e+00,1.130962076768080138e+00,1.000000000000000000e+00,9.531008134698621959e-01
9.762677371012208338e-01,1.000000000000000000e+00,9.762677371012208338e-01,1.207499297056881415e+00,1.081197190203718073e+00,1.130966570119484205e+00,1.000000000000000000e+00,9.530986945047383863e-01
9.762666518999527643e-01,1.000000000000000000e+00,9.762666518999527643e-01,1.207508246313584666e+00,1.081199946655634347e+00,1.130971063290071577e+00,1.000000000000000000e+00,9.530965756119434973e-01
