# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']info horaria con inicio12/01/202200:00
-2.864115096918330994e-01,3.141592653684753600e+00,-1.198243323476679167e+00,5.411383989433808495e+00,4.281232745624620861e+00,-4.529997286860878880e+00,-1.231865058316410355e+00,-5.728230193836661988e-01
2.194576117684116645e-01,3.665191429301600579e+00,-7.018753334813436773e-01,5.936425123070218746e+00,4.543753192593268153e+00,-4.286650458575838485e+00,-9.707824534922400161e-01,4.389152235368233290e-01
7.253267331499024806e-01,4.188790204802032235e+00,-2.055073435648004376e-01,1.782809496402109062e-01,4.806273639598392045e+00,-4.043303630429424089e+00,-7.096998487261503286e-01,1.450653466299804961e+00
1.231195854569565373e+00,4.712388980302463892e+00,2.908606463899494621e-01,7.033220836198736947e-01,5.068794086698451551e+00,-3.799956802363168240e+00,-4.486172439601876505e-01,2.462391709139130747e+00
1.737064976259972582e+00,5.235987756035726193e+00,7.872286366154616077e-01,1.228363218062183293e+00,5.331314534009727879e+00,-3.556609974260777740e+00,-1.875346390778105388e-01,3.474129952519945164e+00
2.242934097755207468e+00,5.759586531536157850e+00,1.283596626645751471e+00,1.753404352501208407e+00,5.593834981299257159e+00,-3.313263146355204025e+00,7.354796568827914882e-02,4.485868195510414935e+00
2.748803219405020926e+00,6.283185307153004828e+00,1.779964616830651991e+00,2.278445487286692384e+00,5.856355428741911062e+00,-3.069916318471566541e+00,3.346305705124485996e-01,5.497606438810041851e+00
3.254672341205350428e+00,5.235987757066808967e-01,2.276332607164050614e+00,2.803486622418626339e+00,6.118875876337686037e+00,-2.826569490613923374e+00,5.957131753946995900e-01,2.261593752311146233e-01
3.760541462814314340e+00,1.047197551207112554e+00,2.772700597308070503e+00,3.328527757546977384e+00,9.821101673198295856e-02,-2.583222662949138382e+00,8.567957801607883894e-01,1.237897618449042447e+00
4.266410584577594811e+00,1.570796326823959532e+00,3.269068587606437148e+00,3.853568893021503072e+00,3.607314644588512920e-01,-2.339875835306406415e+00,1.117878384985085738e+00,2.249635861975603390e+00
4.772279706379291220e+00,2.094395102440806511e+00,3.765436577943220620e+00,4.378610028726278358e+00,6.232519122807431700e-01,-2.096529007743667794e+00,1.378960989809129067e+00,3.261374105578996208e+00
5.278148828101967283e+00,2.617993877941238168e+00,4.261804568200969534e+00,4.903651164543852303e+00,8.857723601389340118e-01,-1.853182180319631556e+00,1.640043594575217867e+00,4.273112349024348333e+00
5.784017949979213924e+00,3.141592653558085146e+00,4.758172558613285474e+00,5.428692300707815832e+00,1.148292808150221944e+00,-1.609835352917500462e+00,1.901126199399388206e+00,5.284850592778841616e+00
6.701764827378831058e-03,3.665191429291347447e+00,5.254540549174108399e+00,5.953733437218151181e+00,1.410813256314597197e+00,-1.366488525541331489e+00,2.162208804281639196e+00,1.340352965475766212e-02
5.125708866634948180e-01,4.188790204791779104e+00,5.750908539545279474e+00,1.955892665449887602e-01,1.673333704456920756e+00,-1.123141698358124385e+00,2.423291409047855893e+00,1.025141773326989636e+00
1.018440008654437179e+00,4.712388980408626082e+00,6.247276530071292910e+00,7.206304033980259760e-01,1.935854152752453317e+00,-8.797948711966752100e-01,2.684374013872025344e+00,2.036880017308874358e+00
1.524309130799940348e+00,5.235987756141888383e+00,4.604592135723137858e-01,1.245671540597395932e+00,2.198374601201056322e+00,-6.364480440571110842e-01,2.945456618754276334e+00,3.048618261599880697e+00
