# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']
4.504935914640979533e+00,2.094395102421955812e+00,5.353008449541642122e+00,1.102870774942653398e+00,2.125329686673144369e+00,2.444587185167469645e+00,-1.790373776681821738e-01,2.726686522102372834e+00
5.010804176803941523e+00,2.617993877980595130e+00,5.849375580440977274e+00,1.627905937047713358e+00,2.387847589069448606e+00,2.687936429601563759e+00,8.204522713177286874e-02,3.738423046428296814e+00
5.516672439078531553e+00,3.141592653597442109e+00,6.255740427135414450e-02,2.152941099645993006e+00,2.650365491687645569e+00,2.931285673861121932e+00,3.431278319605781668e-01,4.750159570977476875e+00
6.022540701407815611e+00,3.665191429214289087e+00,5.589245353360015045e-01,2.677976262678511077e+00,2.912883394498243295e+00,3.174634917918701671e+00,6.042104367895104744e-01,5.761896095636044990e+00
2.452236565561562998e-01,4.188790204772928405e+00,1.055291666400303363e+00,3.203011426087179814e+00,3.175401297472198792e+00,3.417984161747301464e+00,8.652930415894020122e-01,4.904473131123125995e-01
7.510919189954572417e-01,4.712388980389775384e+00,1.551658797574977378e+00,3.728046589988785797e+00,3.437919200667901798e+00,3.661333405401263619e+00,1.126375646418270815e+00,1.502183837990914483e+00
1.256960181491737494e+00,5.235987756006622362e+00,2.048025928807637897e+00,4.253081754324860242e+00,3.700437104056119253e+00,3.904682648855431371e+00,1.387458251247139174e+00,2.513920362983474988e+00
1.762828443986531823e+00,5.759586531565261680e+00,2.544393060039821464e+00,4.778116919036929033e+00,3.962955007607611879e+00,4.148031892080581429e+00,1.648540856047031156e+00,3.525656887973063647e+00
2.268696706590416667e+00,2.522426711948355660e-12,3.040760191379071387e+00,5.303152084241654407e+00,4.225472911380711238e+00,4.391381135128961333e+00,1.909623460876026524e+00,4.537393413180833335e+00
2.774564969247593993e+00,5.235987756193694054e-01,3.537127322770597715e+00,5.828187249881199961e+00,4.487990815346497797e+00,4.634730377973697912e+00,2.170706065704831822e+00,5.549129938495187986e+00
3.280433231907220915e+00,1.047197551178008723e+00,4.033494454167614762e+00,7.003710871700086216e-02,4.750508719475480923e+00,4.878079620593442911e+00,2.431788670504723360e+00,2.776811566348555971e-01
3.786301494678095736e+00,1.570796326794855702e+00,4.529861585674865410e+00,5.950722752251405012e-01,5.013026623826116079e+00,5.121428863038538282e+00,2.692871275333655667e+00,1.289417682176605240e+00
4.292169757501886451e+00,2.094395102411702680e+00,5.026228717234010546e+00,1.120107442167695311e+00,5.275544528369232822e+00,5.364778105279824238e+00,2.953953880162587531e+00,2.301154207824186670e+00
4.798038020382648483e+00,2.617993878028549659e+00,5.522595848851144851e+00,1.645142609544649304e+00,5.538062433104823157e+00,5.608127347321375744e+00,3.215036484991519838e+00,3.312890733585710734e+00
5.303906283258241317e+00,3.141592653587188977e+00,6.018962980462104539e+00,2.170177777297917388e+00,5.800580338003844538e+00,5.851476589130094830e+00,3.476119089791284811e+00,4.324627259336896401e+00
5.809774546248764437e+00,3.665191429204035956e+00,2.321448050094119253e-01,2.695212945543522309e+00,6.063098243124306563e+00,6.094825830768071384e+00,3.737201694620280623e+00,5.336363785317942643e+00
3.245750211477016478e-02,4.188790204820882934e+00,7.285119367913797106e-01,3.220248114223629443e+00,4.243084125770391068e-02,5.498976502478480910e-02,3.998284299449212487e+00,6.491500422954032956e-02
5.383257651551947021e-01,4.712388980379522252e+00,1.224879068567167550e+00,3.745283283280020470e+00,3.049487467340998847e-01,2.983390062282760269e-01,4.259366904248977903e+00,1.076651530310389404e+00
1.044194028310670319e+00,5.235987755996369231e+00,1.721246200459018993e+00,4.270318452828849587e+00,5.674666524319853522e-01,5.416882472611153077e-01,4.520449509077909767e+00,2.088388056621340638e+00
1.550062291462754871e+00,5.759586531555008548e+00,2.217613332347466937e+00,4.795353622753690814e+00,8.299845582931446586e-01,7.850374880630690555e-01,4.781532113877801748e+00,3.100124582925509742e+00
2.055930554782387176e+00,5.047695594839751720e-11,2.713980464401449133e+00,5.320388793229540170e+00,1.092502464405077811e+00,1.028386728717585852e+00,-1.240570588443812738e+00,4.111861109564774353e+00
2.561798818046640225e+00,5.235987756091162737e-01,3.210347596403091419e+00,5.845423964023301444e+00,1.355020370651233819e+00,1.271735969118289900e+00,-9.794879836440477661e-01,5.123597636093280450e+00
3.067667081363549819e+00,1.047197551167755591e+00,3.706714728456365293e+00,8.727382807154171473e-02,1.617538277089688670e+00,1.515085209315144787e+00,-7.184053788441557842e-01,6.135334162727099638e+00
