# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']
9.639509213405595967e-01,1.000000000000000000e+00,9.639509213405595967e-01,1.310018505355069696e+00,1.111102545154803556e+00,1.179964023963881115e+00,1.000000000000000000e+00,9.292013787533137670e-01
9.639506392512838806e-01,1.000000000000000000e+00,9.639506392512838806e-01,1.310020873022724297e+00,1.111103199403486785e+00,1.179965102281043121e+00,1.000000000000000000e+00,9.292008349129587952e-01
9.639503572152674504e-01,1.000000000000000000e+00,9.639503572152674504e-01,1.310023240244167386e+00,1.111103853527280805e+00,1.179966180392687303e+00,1.000000000000000000e+00,9.292002911754416727e-01
9.639500752325115274e-01,1.000000000000000000e+00,9.639500752325115274e-01,1.310025607019396521e+00,1.111104507526186280e+00,1.179967258298814325e+00,1.000000000000000000e+00,9.291997475407646201e-01
9.639497933030166665e-01,1.000000000000000000e+00,9.639497933030166665e-01,1.310027973348405483e+00,1.111105161400202324e+00,1.179968335999422413e+00,1.000000000000000000e+00,9.291992040089285254e-01
9.639495114267832010e-01,1.000000000000000000e+00,9.639495114267832010e-01,1.310030339231192276e+00,1.111105815149328713e+00,1.179969413494512231e+00,1.000000000000000000e+00,9.291986605799340548e-01
9.639492296038104646e-01,1.000000000000000000e+00,9.639492296038104646e-01,1.310032704667752901e+00,1.111106468773565670e+00,1.179970490784082893e+00,1.000000000000000000e+00,9.291981172537796541e-01
9.639489478341003448e-01,1.000000000000000000e+00,9.639489478341003448e-01,1.310035069658083806e+00,1.111107122272913195e+00,1.179971567868134397e+00,1.000000000000000000e+00,9.291975740304690978e-01
9.639486661176521753e-01,1.000000000000000000e+00,9.639486661176521753e-01,1.310037434202181217e+00,1.111107775647370843e+00,1.179972644746666077e+00,1.000000000000000000e+00,9.291970309100008318e-01
9.639483844544668445e-01,1.000000000000000000e+00,9.639483844544668445e-01,1.310039798300039138e+00,1.111108428896938172e+00,1.179973721419676380e+00,1.000000000000000000e+00,9.291964878923766324e-01
9.639481028445451294e-01,1.000000000000000000e+00,9.639481028445451294e-01,1.310042161951656903e+00,1.111109082021615624e+00,1.179974797887167082e+00,1.000000000000000000e+00,9.291959449775977209e-01
9.639478212878864749e-01,1.000000000000000000e+00,9.639478212878864749e-01,1.310044525157028517e+00,1.111109735021402534e+00,1.179975874149135961e+00,1.000000000000000000e+00,9.291954021656630980e-01
9.639475397844918803e-01,1.000000000000000000e+00,9.639475397844918803e-01,1.310046887916151981e+00,1.111110387896299345e+00,1.179976950205583686e+00,1.000000000000000000e+00,9.291948594565745401e-01
9.639472583343611234e-01,1.000000000000000000e+00,9.639472583343611234e-01,1.310049250229022633e+00,1.111111040646305836e+00,1.179978026056509144e+00,1.000000000000000000e+00,9.291943168503314920e-01
9.639469769374956476e-01,1.000000000000000000e+00,9.639469769374956476e-01,1.310051612095636475e+00,1.111111693271421563e+00,1.179979101701912558e+00,1.000000000000000000e+00,9.291937743469367295e-01
9.639466955938946757e-01,1.000000000000000000e+00,9.639466955938946757e-01,1.310053973515989956e+00,1.111112345771646304e+00,1.179980177141792597e+00,1.000000000000000000e+00,9.291932319463886980e-01
9.639464143035596511e-01,1.000000000000000000e+00,9.639464143035596511e-01,1.310056334490079299e+00,1.111112998146980058e+00,1.179981252376150147e+00,1.000000000000000000e+00,9.291926896486898402e-01
9.639461330664906846e-01,1.000000000000000000e+00,9.639461330664906846e-01,1.310058695017900066e+00,1.111113650397422603e+00,1.179982327404983211e+00,1.000000000000000000e+00,9.291921474538406001e-01
9.639458518826876654e-01,1.000000000000000000e+00,9.639458518826876654e-01,1.310061055099450256e+00,1.111114302522974384e+00,1.179983402228292899e+00,1.000000000000000000e+00,9.291916053618404225e-01
9.639455707521514816e-01,1.000000000000000000e+00,9.639455707521514816e-01,1.310063414734724541e+00,1.111114954523634513e+00,1.179984476846078323e+00,1.000000000000000000e+00,9.291910633726910840e-01
9.639452896748822441e-01,1.000000000000000000e+00,9.639452896748822441e-01,1.310065773923719812e+00,1.111115606399402989e+00,1.179985551258338372e+00,1.000000000000000000e+00,9.291905214863926954e-01
9.639450086508807303e-01,1.000000000000000000e+00,9.639450086508807303e-01,1.310068132666432072e+00,1.111116258150280034e+00,1.179986625465073713e+00,1.000000000000000000e+00,9.291899797029464780e-01
9.639447276801464959e-01,1.000000000000000000e+00,9.639447276801464959e-01,1.310070490962857326e+00,1.111116909776265205e+00,1.179987699466282791e+00,1.000000000000000000e+00,9.291894380223517658e-01
9.639444467626809843e-01,1.000000000000000000e+00,9.639444467626809843e-01,1.310072848812991797e+00,1.111117561277358501e+00,1.179988773261965607e+00,1.000000000000000000e+00,9.291888964446111121e-01
9.639441658984843064e-01,1.000000000000000000e+00,9.639441658984843064e-01,1.310075206216832600e+00,1.111118212653559700e+00,1.179989846852122826e+00,1.000000000000000000e+00,9.291883549697246281e-01
9.639438850875561293e-01,1.000000000000000000e+00,9.639438850875561293e-01,1.310077563174375515e+00,1.111118863904868803e+00,1.179990920236752450e+00,1.000000000000000000e+00,9.291878135976916475e-01
9.639436043298977852e-01,1.000000000000000000e+00,9.639436043298977852e-01,1.310079919685616545e+00,1.111119515031285365e+00,1.179991993415855367e+00,1.000000000000000000e+00,9.291872723285145019e-01
9.639433236255091630e-01,1.000000000000000000e+00,9.639433236255091630e-01,1.310082275750551251e+00,1.111120166032809387e+00,1.179993066389429801e+00,1.000000000000000000e+00,9.291867311621930803e-01
9.639430429743903739e-01,1.000000000000000000e+00,9.639430429743903739e-01,1.310084631369177188e+00,1.111120816909440867e+00,1.179994139157476418e+00,1.000000000000000000e+00,9.291861900987273826e-01
9.639427623765427500e-01,1.000000000000000000e+00,9.639427623765427500e-01,1.310086986541490361e+00,1.111121467661180029e+00,1.179995211719994552e+00,1.000000000000000000e+00,9.291856491381199623e-01
9.639424818319659582e-01,1.000000000000000000e+00,9.639424818319659582e-01,1.310089341267486329e+00,1.111122118288025762e+00,1.179996284076983981e+00,1.000000000000000000e+00,9.291851082803700423e-01
9.639422013406603318e-01,1.000000000000000000e+00,9.639422013406603318e-01,1.310091695547161095e+00,1.111122768789978288e+00,1.179997356228443151e+00,1.000000000000000000e+00,9.291845675254781778e-01
9.639419209026265367e-01,1.000000000000000000e+00,9.639419209026265367e-01,1.310094049380512882e+00,1.111123419167038273e+00,1.179998428174373615e+00,1.000000000000000000e+00,9.291840268734454789e-01
9.639416405178650171e-01,1.000000000000000000e+00,9.639416405178650171e-01,1.310096402767534807e+00,1.111124069419204163e+00,1.179999499914772931e+00,1.000000000000000000e+00,9.291834863242729448e-01
9.639413601863758840e-01,1.000000000000000000e+00,9.639413601863758840e-01,1.310098755708226204e+00,1.111124719546477291e+00,1.180000571449642210e+00,1.000000000000000000e+00,9.291829458779604645e-01
9.639410799081603587e-01,1.000000000000000000e+00,9.639410799081603587e-01,1.310101108202580633e+00,1.111125369548856101e+00,1.180001642778980120e+00,1.000000000000000000e+00,9.291824055345103694e-01
9.639407996832174419e-01,1.000000000000000000e+00,9.639407996832174419e-01,1.310103460250595875e+00,1.111126019426341482e+00,1.180002713902786438e+00,1.000000000000000000e+00,9.291818652939207723e-01
9.639405195115489100e-01,1.000000000000000000e+00,9.639405195115489100e-01,1.310105811852269042e+00,1.111126669178933213e+00,1.180003784821061608e+00,1.000000000000000000e+00,9.291813251561947817e-01
9.639402393931539859e-01,1.000000000000000000e+00,9.639402393931539859e-01,1.310108163007594806e+00,1.111127318806630848e+00,1.180004855533804298e+00,1.000000000000000000e+00,9.291807851213310654e-01
9.639399593280335576e-01,1.000000000000000000e+00,9.639399593280335576e-01,1.310110513716569169e+00,1.111127968309433944e+00,1.180005926041013842e+00,1.000000000000000000e+00,9.291802451893309556e-01
9.639396793161885135e-01,1.000000000000000000e+00,9.639396793161885135e-01,1.310112863979189246e+00,1.111128617687342945e+00,1.180006996342690684e+00,1.000000000000000000e+00,9.291797053601963396e-01
9.639393993576184094e-01,1.000000000000000000e+00,9.639393993576184094e-01,1.310115213795451705e+00,1.111129266940357629e+00,1.180008066438833936e+00,1.000000000000000000e+00,9.291791656339261074e-01
9.639391194523244666e-01,1.000000000000000000e+00,9.639391194523244666e-01,1.310117563165351218e+00,1.111129916068477330e+00,1.180009136329443153e+00,1.000000000000000000e+00,9.291786260105227013e-01
9.639388396003064630e-01,1.000000000000000000e+00,9.639388396003064630e-01,1.310119912088886007e+00,1.111130565071702714e+00,1.180010206014518559e+00,1.000000000000000000e+00,9.291780864899853443e-01
9.639385598015646206e-01,1.000000000000000000e+00,9.639385598015646206e-01,1.310122260566051633e+00,1.111131213950033336e+00,1.180011275494059264e+00,1.000000000000000000e+00,9.291775470723145913e-01
9.639382800560998277e-01,1.000000000000000000e+00,9.639382800560998277e-01,1.310124608596843432e+00,1.111131862703468531e+00,1.180012344768064603e+00,1.000000000000000000e+00,9.291770077575119968e-01
9.639380003639126393e-01,1.000000000000000000e+00,9.639380003639126393e-01,1.310126956181257185e+00,1.111132511332008521e+00,1.180013413836533909e+00,1.000000000000000000e+00,9.291764685455784489e-01
9.639377207250023893e-01,1.000000000000000000e+00,9.639377207250023893e-01,1.310129303319292227e+00,1.111133159835653972e+00,1.180014482699468070e+00,1.000000000000000000e+00,9.291759294365127264e-01
9.639374411393709652e-01,1.000000000000000000e+00,9.639374411393709652e-01,1.310131650010941229e+00,1.111133808214403107e+00,1.180015551356865311e+00,1.000000000000000000e+00,9.291753904303182710e-01
9.639371616070174786e-01,1.000000000000000000e+00,9.639371616070174786e-01,1.310133996256202638e+00,1.111134456468257037e+00,1.180016619808725853e+00,1.000000000000000000e+00,9.291748515269933062e-01
9.639368821279429289e-01,1.000000000000000000e+00,9.639368821279429289e-01,1.310136342055071568e+00,1.111135104597215317e+00,1.180017688055049252e+00,1.000000000000000000e+00,9.291743127265397195e-01
9.639366027021475380e-01,1.000000000000000000e+00,9.639366027021475380e-01,1.310138687407545355e+00,1.111135752601277726e+00,1.180018756095835286e+00,1.000000000000000000e+00,9.291737740289578440e-01
9.639363233296324163e-01,1.000000000000000000e+00,9.639363233296324163e-01,1.310141032313619558e+00,1.111136400480444042e+00,1.180019823931083511e+00,1.000000000000000000e+00,9.291732354342496780e-01
9.639360440103965644e-01,1.000000000000000000e+00,9.639360440103965644e-01,1.310143376773290180e+00,1.111137048234714486e+00,1.180020891560792595e+00,1.000000000000000000e+00,9.291726969424132232e-01
9.639357647444415367e-01,1.000000000000000000e+00,9.639357647444415367e-01,1.310145720786553447e+00,1.111137695864088171e+00,1.180021958984963204e+00,1.000000000000000000e+00,9.291721585534513661e-01
9.639354855317672222e-01,1.000000000000000000e+00,9.639354855317672222e-01,1.310148064353407360e+00,1.111138343368565984e+00,1.180023026203595116e+00,1.000000000000000000e+00,9.291716202673637737e-01
9.639352063723738429e-01,1.000000000000000000e+00,9.639352063723738429e-01,1.310150407473845924e+00,1.111138990748147037e+00,1.180024093216686776e+00,1.000000000000000000e+00,9.291710820841510010e-01
9.639349272662622869e-01,1.000000000000000000e+00,9.639349272662622869e-01,1.310152750147865586e+00,1.111139638002831109e+00,1.180025160024238184e+00,1.000000000000000000e+00,9.291705440038143804e-01
