# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']info horaria con inicio13/10/202200:00
3.524852437608359423e+00,5.235987756098957391e+00,1.067962508632856355e+00,5.832801788513169328e+00,1.350474246926848920e+00,2.214150596688735817e+00,3.788393408169686172e+00,7.665195680371326148e-01
4.030721513917150389e+00,5.759586531599389048e+00,1.564330453481318273e+00,7.465733989982936691e-02,1.612994580276742695e+00,2.457497521636629045e+00,4.049476012935903313e+00,1.778257720654714547e+00
4.536590590370404463e+00,3.664979431050596759e-11,2.060698398468170822e+00,5.996981988272125363e-01,1.875514913786085369e+00,2.700844446544305999e+00,-1.972626689419513468e+00,2.789995873561222695e+00
5.042459666863384982e+00,5.235987756534967730e-01,2.557066343494762251e+00,1.124739057998789704e+00,2.138035247396408600e+00,2.944191371365501464e+00,-1.711544084595343573e+00,3.801734026547183731e+00
5.548328743287546772e+00,1.047197551153928430e+00,3.053434288456564616e+00,1.649779917297878207e+00,2.400555581049370169e+00,3.187538296050014264e+00,-1.450461479829254330e+00,4.813472179395507311e+00
6.054197819864035601e+00,1.570796326770775408e+00,3.549802233568680521e+00,2.174820776957803403e+00,2.663075914861635862e+00,3.430885220702327931e+00,-1.189378875005083991e+00,5.825210332548484971e+00
2.768815894132661271e-01,2.094395102504037709e+00,4.046170178831108188e+00,2.699861636978559076e+00,2.925596248833201241e+00,3.674232145322445575e+00,-9.282962701228330005e-01,5.537631788265322541e-01
7.827506658437313192e-01,2.617993877888054044e+00,4.542538123801232786e+00,3.224902496893191639e+00,3.188116582730591730e+00,3.917579069693168936e+00,-6.672136654146982870e-01,1.565501331687462638e+00
1.288619742651984978e+00,3.141592653621316344e+00,5.038906069143097355e+00,3.749943357402223398e+00,3.450636916904068929e+00,4.160925994140373341e+00,-4.061310605324472967e-01,2.577239485303969957e+00
1.794488819495891008e+00,3.665191429354578645e+00,5.535274014518583030e+00,4.274984218155374549e+00,3.713157251178493379e+00,4.404272918497065703e+00,-1.450484556501963063e-01,3.588977638991782015e+00
2.300357896049568751e+00,4.188790204738594980e+00,6.031641959613949666e+00,4.800025078802367062e+00,3.975677585378727397e+00,4.647619842612505714e+00,1.160341490579392953e-01,4.600715792099137502e+00
2.806226972976967105e+00,4.712388980471857280e+00,2.448245978953718094e-01,5.325065940043723245e+00,4.238197919855032580e+00,4.890966766800381116e+00,3.771167539401898416e-01,5.612453945953934209e+00
3.312096049710739010e+00,5.235987755972288937e+00,7.411925431627395255e-01,5.850106801295817505e+00,4.500718254315597910e+00,5.134313690785156759e+00,6.381993587062790851e-01,3.410067922418917874e-01
3.817965126492346428e+00,5.759586531472720594e+00,1.237560488481975085e+00,9.196235561239696210e-02,4.763238588877089619e+00,5.377660614691632368e+00,8.992819634723687727e-01,1.352744945805106624e+00
