# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']info horaria con inicio01/12/202200:00
5.208229768364692092e+00,3.141592653672603319e+00,2.550945368632241639e+00,5.212772888785810466e-01,4.978033900050600202e+00,2.813220028671317152e-01,-1.958548672218827669e+00,4.133274229549797951e+00
5.714098552994919089e+00,3.665191429289450298e+00,3.047313021803223165e+00,1.046316269722847636e+00,5.240553449891161009e+00,5.246696243092019429e-01,-1.697466067394530320e+00,5.145011798810251946e+00
6.219967337557024578e+00,4.188790204789881955e+00,3.543680674906081407e+00,1.571355250775855694e+00,5.503072999810497024e+00,7.680172455669511677e-01,-1.436383462628441521e+00,6.156749367934462924e+00
4.426508151001851132e-01,4.712388980406728933e+00,4.040048328167536340e+00,2.096394232270423430e+00,5.765592549925016463e+00,1.011364866752734848e+00,-1.175300857804144172e+00,8.853016302003702265e-01
9.485195998712221410e-01,5.235987756023575912e+00,4.536415981477308179e+00,2.621433214090123087e+00,6.028112100176507226e+00,1.254712487812417621e+00,-9.142182529798468238e-01,1.897039199742444282e+00
1.454388384577939064e+00,5.759586531524007569e+00,5.032783634724765420e+00,3.146472196118269338e+00,7.446343327040416682e-03,1.498060108691738002e+00,-6.531356482136301267e-01,2.908776769155878128e+00
1.960257169445554837e+00,6.283185307140854547e+00,5.529151288131103570e+00,3.671511178588197311e+00,2.699658938524560625e-01,1.741407729499240276e+00,-3.920530433893336664e-01,3.920514338891109674e+00
2.466125954478377125e+00,5.235987756945306160e-01,6.025518941702660669e+00,4.196550161500145038e+00,5.324854445732878361e-01,1.984755350239122862e+00,-1.309704385070826760e-01,4.932251908956754249e+00
2.971994739329703705e+00,1.047197551194962273e+00,2.387012879151448885e-01,4.721589144503322899e+00,7.950049953141435921e-01,2.228102970740074795e+00,1.301121662592601425e-01,5.943989478659407411e+00
3.477863524342172497e+00,1.570796326811809251e+00,7.350689414663342802e-01,5.246628127948504527e+00,1.057524546250406594e+00,2.471450591169354283e+00,3.911947710835574910e-01,6.725417415047587610e-01
3.983732309515531256e+00,2.094395102545071552e+00,1.231436595176397475e+00,5.771667111835405706e+00,1.320044097381939174e+00,2.714798211526844085e+00,6.522773759659346027e-01,1.684279311851476280e+00
4.489601094399610304e+00,2.617993877929087887e+00,1.727804248603248993e+00,1.352078851802218651e-02,1.582563648475527884e+00,2.958145831595594188e+00,9.133599806739436389e-01,2.696016881619634376e+00
4.995469879556925008e+00,3.141592653545934866e+00,2.224171902299286074e+00,5.385597729383384547e-01,1.845083199822584064e+00,3.201493451646710398e+00,1.174442585498240987e+00,3.707754451934263784e+00
5.501338664875131457e+00,3.665191429279197166e+00,2.720539556154200511e+00,1.063598757800352956e+00,2.107602751364897387e+00,3.444841071626058238e+00,1.435525190380618099e+00,4.719492022570676681e+00
6.007207450020466410e+00,4.188790204779628823e+00,3.216907209842304383e+00,1.588637742754034576e+00,2.370122302927457625e+00,3.688188691374895356e+00,1.696607795146833908e+00,5.731229592861346589e+00
2.298909281430354667e-01,4.712388980396475802e+00,3.713274863683182048e+00,2.113676728149386008e+00,2.632641854685259020e+00,3.931536311047908683e+00,1.957690399971131257e+00,4.597818562860709335e-01
7.357597136058160459e-01,5.235987756129738102e+00,4.209642517682667062e+00,2.638715713986144351e+00,2.895161406638173673e+00,4.174883930649045283e+00,2.218773004853636266e+00,1.471519427211632092e+00
