# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']info horaria con inicio19/10/202200:00
4.938372385716823132e+00,2.617993878018353371e+00,1.274838760752121658e+00,3.397954409611051219e+00,3.274630858863245120e+00,1.703282844147715469e+00,-7.532276234546313454e-01,3.593559464254060032e+00
5.444241467171343274e+00,3.141592653635200350e+00,1.771206710744237967e+00,3.922995299209093290e+00,3.537151205053848724e+00,1.946629758209505567e+00,-4.921450186303339969e-01,4.605297627163100316e+00
5.950110548653713138e+00,3.665191429252047328e+00,2.267574660758121752e+00,4.448036189050277756e+00,3.799671551345014109e+00,2.189976672173562289e+00,-2.310624138062915556e-01,5.617035790127840045e+00
1.727943228912955931e-01,4.188790204752478985e+00,2.763942610712886605e+00,4.973077079017155455e+00,4.062191897678017583e+00,2.433323586005556649e+00,3.002019095979813201e-02,3.455886457825911862e-01
6.786634044606003613e-01,4.712388980369325964e+00,3.260310560817753611e+00,5.498117969343311984e+00,4.324712244169650610e+00,2.676670499806035775e+00,2.911027957839680269e-01,1.357326808921200723e+00
1.184532486181783639e+00,5.235987756102588264e+00,3.756678511072484739e+00,6.023158860028480888e+00,4.587232590819784406e+00,2.920017413574874432e+00,5.521854006663460268e-01,2.369064972363567279e+00
1.690401567604932431e+00,5.759586531486604599e+00,4.253046461035228987e+00,2.650144434268923987e-01,4.849752937395324537e+00,3.163364327095254946e+00,8.132680053743541748e-01,3.380803135209864863e+00
2.196270649405168029e+00,4.028066769024007954e-11,4.749414411369027533e+00,7.900553345972163299e-01,5.112273284246023231e+00,3.406711240692546827e+00,1.074350610256732175e+00,4.392541298810336059e+00
2.702139731241372189e+00,5.235987757735429682e-01,5.245782361736749166e+00,1.315096226010609826e+00,5.374793631197250399e+00,3.650058154200264582e+00,1.335433215138856156e+00,5.404279462482744378e+00
3.208008812782837893e+00,1.047197551157559303e+00,5.742150311817809438e+00,1.840137117316027471e+00,5.637313978073486886e+00,3.893405067463221680e+00,1.596515819846991757e+00,1.328323183860895540e-01
3.713877894589545647e+00,1.570796326774406282e+00,6.238518262160093641e+00,2.365178009097835599e+00,5.899834325166914972e+00,4.136751980749218127e+00,1.857598424671034198e+00,1.144570481999505063e+00
4.219746976431196117e+00,2.094395102391253261e+00,4.517009053556915177e-01,2.890218901121651029e+00,6.162354672360344843e+00,4.380098893945149285e+00,2.118681029495331547e+00,2.156308645682806002e+00
4.725616058204080261e+00,2.617993877891684917e+00,9.480688556661398536e-01,3.415259793271559374e+00,1.416897124162339594e-01,4.623445807005256647e+00,2.379763634261420790e+00,3.168046809228574290e+00
5.231485140241691312e+00,3.141592653624947218e+00,1.444436806237295201e+00,3.940300685897305755e+00,4.042100598686282353e-01,4.866792720088165325e+00,2.640846239143671337e+00,4.179784973303796392e+00
5.737354222206210608e+00,3.665191429241794197e+00,1.940804756737378511e+00,4.465341578648867937e+00,6.667304073629294336e-01,5.110139633031073103e+00,2.901928843967841232e+00,5.191523137232834983e+00
6.243223304097382353e+00,4.188790204742225853e+00,2.437172707166130436e+00,4.990382471525979469e+00,9.292507548990052157e-01,5.353486545833852972e+00,3.163011448734057929e+00,6.203261301015178475e+00
4.659070790739452406e-01,4.712388980475488154e+00,2.933540657855827405e+00,5.515423364879143975e+00,1.191771102652110947e+00,5.596833458659581595e+00,3.424094053616308919e+00,9.318141581478904811e-01
9.717761610403297112e-01,5.235987755975919811e+00,3.429908608357774114e+00,6.040464258241417639e+00,1.454291450388774720e+00,5.840180371286987970e+00,3.685176658382397719e+00,1.943552322080659422e+00
1.477645243050288215e+00,5.759586531476351468e+00,3.926276558905307468e+00,2.823198446665386996e-01,1.716811798225659658e+00,6.083527283832745880e+00,3.946259263148486962e+00,2.955290486100576430e+00
1.983514325324960748e+00,3.002753601322183385e-11,4.422644509713515859e+00,8.073607387470085328e-01,1.979332146279429328e+00,4.368888922175356848e-02,-2.075843439148848280e+00,3.967028650649921495e+00
