# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']info horaria con inicio08/11/202200:00
9.752206230758082572e-01,1.000000000000000000e+00,9.752206230758082572e-01,1.216141917986376164e+00,1.083846653165573271e+00,1.135287019821392684e+00,1.000000000000000000e+00,9.510552636723677011e-01
9.752195737690348976e-01,1.000000000000000000e+00,9.752195737690348976e-01,1.216150586130449351e+00,1.083849297915955967e+00,1.135291334290164933e+00,1.000000000000000000e+00,9.510532170622580939e-01
9.752185244995946745e-01,1.000000000000000000e+00,9.752185244995946745e-01,1.216159253980861887e+00,1.083851942551754099e+00,1.135295648575461724e+00,1.000000000000000000e+00,9.510511705271665894e-01
9.752174752674891423e-01,1.000000000000000000e+00,9.752174752674891423e-01,1.216167921537598451e+00,1.083854587072965225e+00,1.135299962677279950e+00,1.000000000000000000e+00,9.510491240670958524e-01
9.752164260727205214e-01,1.000000000000000000e+00,9.752164260727205214e-01,1.216176588800635949e+00,1.083857231479586014e+00,1.135304276595612727e+00,1.000000000000000000e+00,9.510470776820499905e-01
9.752153769152897000e-01,1.000000000000000000e+00,9.752153769152897000e-01,1.216185255769972828e+00,1.083859875771618242e+00,1.135308590330464051e+00,1.000000000000000000e+00,9.510450313720305582e-01
9.752143277951982325e-01,1.000000000000000000e+00,9.752143277951982325e-01,1.216193922445587772e+00,1.083862519949058800e+00,1.135312903881827262e+00,1.000000000000000000e+00,9.510429851370403309e-01
9.752132787124478952e-01,1.000000000000000000e+00,9.752132787124478952e-01,1.216202588827465236e+00,1.083865164011905691e+00,1.135317217249699473e+00,1.000000000000000000e+00,9.510409389770825284e-01
9.752122296670394652e-01,1.000000000000000000e+00,9.752122296670394652e-01,1.216211254915596340e+00,1.083867807960159135e+00,1.135321530434080461e+00,1.000000000000000000e+00,9.510388928921584828e-01
9.752111806589756071e-01,1.000000000000000000e+00,9.752111806589756071e-01,1.216219920709959768e+00,1.083870451793815581e+00,1.135325843434964677e+00,1.000000000000000000e+00,9.510368468822731902e-01
9.752101316882568760e-01,1.000000000000000000e+00,9.752101316882568760e-01,1.216228586210545970e+00,1.083873095512875251e+00,1.135330156252351452e+00,1.000000000000000000e+00,9.510348009474273168e-01
