,M2,S2,N2,K2,K1,O1,P1
2022-10-21 06:25:00,5.016751287938611,3.3597588100435516,0.9977169940102115,4.193678604977382,0.530896599051256,4.5253278458328605,2.732427866155282
2022-10-21 06:30:00,5.058907044856314,3.403392041354657,1.0390809899720335,4.237432013199989,0.55277329488053,4.545606755077465,2.754184749895586
2022-10-21 06:35:00,5.101062801770736,3.447025272665762,1.0804449859285459,4.281185421424784,0.5746499907107543,4.5658856643176655,2.775941633635636
2022-10-21 06:40:00,5.143218558805659,3.4906585040932825,1.1218089820076056,4.324938829767422,0.5965266865997547,4.586164573619416,2.7976985174340205
2022-10-21 06:45:00,5.185374315611833,3.5342917352879724,1.1631729778599187,4.368692237878655,0.6184033823729047,4.606443482808094,2.8194554011161173
2022-10-21 06:50:00,5.227530072530886,3.5779249665990775,1.2045369738230924,4.412445646108242,0.6402800782050875,4.626722392050446,2.841212284856294
2022-10-21 06:55:00,5.269685829450468,3.6215581979101827,1.245900969786815,4.456199054339766,0.6621567740380927,4.647001301292334,2.862969168596344
2022-10-21 07:00:00,5.311841586486489,3.6651914293377033,1.287264965866969,4.49995246268913,0.6840334699298714,4.6672802105917075,2.8847260523947287
2022-10-21 07:05:00,5.353997343293759,3.708824660532393,1.3286289617203764,4.543705870807091,0.705910165705804,4.687559119778006,2.906482936076825
2022-10-21 07:10:00,5.39615310021391,3.7524578918434983,1.3699929576846301,4.587459279043408,0.7277868615407677,4.707838029017982,2.928239819817002
2022-10-21 07:15:00,5.438308857021731,3.796091123038188,1.411356953538606,4.631212687164734,0.7496635573180912,4.728116938203094,2.949996703499098
2022-10-21 07:20:00,5.480464614058846,3.8397243544657087,1.4527209496198417,4.674966095520826,0.7715402532126525,4.748395847500088,2.9717535872974827
2022-10-21 07:25:00,5.522620370980073,3.883357585776814,1.4940849455852234,4.71871950376244,0.7934169490498286,4.768674756738407,2.9935104710375326
2022-10-21 07:30:00,5.564776127901322,3.926990817087919,1.535448941550575,4.762472912005478,0.8152936448875714,4.788953665976006,3.01526735477771
2022-10-21 07:35:00,5.606931884709985,3.970624048282609,1.576812937405391,4.80622632013328,0.8371703406675488,4.809232575158614,3.037024238459933
2022-10-21 07:40:00,5.649087641635845,4.014257279593714,1.6181769333773879,4.849979728379683,0.8590470365066842,4.829511484399086,3.05878112220011
2022-10-21 07:45:00,5.6912433985541035,4.057890510904819,1.6595409293377354,4.893733136628022,0.8809237323466386,4.849790393630964,3.08053800594016
2022-10-21 07:50:00,5.733399155480006,4.1015237422159245,1.700904925309791,4.9374865448772844,0.90280042818691,4.870069302869995,3.1022948896805906
2022-10-21 07:55:00,5.775554912286207,4.145156973410614,1.7422689211601146,4.98123995301232,0.9246771239699223,4.890348212046415,3.12405177336256
2022-10-21 08:00:00,5.817710669209099,4.18879020472172,1.783632917127127,5.024993361265448,0.9465538198118368,4.910627121280446,3.1458086571027377
2022-10-21 08:05:00,5.859866426132012,4.232423436032825,1.824996913094159,5.068746769520004,0.9684305156543189,4.930906030513756,3.1675655408430416
2022-10-21 08:10:00,5.902022183172123,4.276056667460345,1.8663609091784057,5.112500177893171,0.9903072115559599,4.951184939804935,3.1893224246412992
2022-10-21 08:15:00,5.944177939983485,4.319689898655035,1.9077249050359075,5.156253586034929,1.0121839073417513,4.971463848983039,3.2110793083232685
2022-10-21 08:20:00,5.986333696907218,4.36332312996614,1.9490889010037638,5.200006994294533,1.0340606031863198,4.991742758214567,3.2328361920635724
2022-10-21 08:25:00,6.028489453831483,4.4069563612772455,1.9904528969721618,5.243760402556074,1.0559372990317106,5.0120216674456275,3.2545930758037493
2022-10-21 08:30:00,6.070645210872691,4.450589592704766,2.031816893057492,5.287513810935966,1.0778139949361316,5.032300576734427,3.276349959602007
2022-10-21 08:35:00,6.112800967684896,4.494222823899456,2.0731808889158483,5.3312672190841965,1.0996906907245778,5.0525794859100275,3.298106843284103
2022-10-21 08:40:00,6.154956724609727,4.537856055210561,2.114544884884788,5.375020627350526,1.1215673865719262,5.072858395139179,3.319863727024407
2022-10-21 08:45:00,6.197112481422737,4.581489286405251,2.155908880743949,5.418774035502377,1.1434440823618894,5.093137304313718,3.3416206107063764
2022-10-21 08:50:00,6.239268238464785,4.6251225178327715,2.1972728768301195,5.462527443888742,1.1653207782689643,5.113416213600013,3.363377494504761
2022-10-21 08:55:00,6.281423995390945,4.668755749143877,2.238636872800434,5.506280852160625,1.187197474118654,5.133695122827633,3.385134378244811
2022-10-21 09:00:00,0.040394445137289736,4.712388980454982,2.2800008687704647,5.550034260433684,1.2090741699687833,5.153974032054406,3.406891261985115
2022-10-21 09:05:00,0.08255020195139373,4.756022211649672,2.3213648646307075,5.593787668592256,1.2309508657615256,5.17425294122657,3.428648145667084
2022-10-21 09:10:00,0.12470595899454118,4.799655443077192,2.3627288607179917,5.637541076985347,1.2528275616713813,5.194531850510487,3.4504050294654687
2022-10-21 09:15:00,0.16686171591341825,4.8432886743882975,2.4040928566769235,5.681294485263702,1.274704257523723,5.2148107597274755,3.4721619132056456
2022-10-21 09:20:00,0.20901747284475825,4.886921905699403,2.4454568526544183,5.725047893543742,1.2965809533767612,5.235089668956061,3.4939187969458225
